"System","DF Activated","FountainType","FountainCount","Painted","Filter Installed","Position","Outdoor","GISPropNum","PropertyName","OMPPropID","SubPropertyName","ParkDistrict","Borough","AMPSID","AMPSClass","AMPSStatus","AMPSParentID","AMPSName","CommunityBoard","CouncilDistrict","Precinct","ZIPCode","x","y"
"X085-DF0360","Activated","D","1","true","true","Under Tree, In Playground","true","X085","Slattery Playground","X085",,"X-05","X","100,039,237","DRINKFTN","I","X085","D-Slattery Playground","205","15","46","10,458","1,012,333.09998972","251,600.179591983"
"X085-DF0361","Activated","D","1","true","true","Under Tree, In Playground","true","X085","Slattery Playground","X085",,"X-05","X","100,039,261","DRINKFTN","I","X085","D-Slattery Playground","205","15","46","10,458","1,012,386.2399753","251,643.227406144"
"X086-DF0284","Activated","D","1","false","false","Out in Open","true","X086","Charlton Garden","X086",,"X-03","X","100,038,989","DRINKFTN","I","X086","D-Charlton Garden","203","16","42","10,456","1,009,943.59656663","239,770.843014478"
"X087-DF0122","Activated","C","1","true","false","Under Tree","true","X087","Zimmerman Playground","X087",,"X-11","X","100,038,180","DRINKFTN","I","X087","C-Zimmerman Playground","211","15","49","10,467","1,020,564.65275231","254,861.129762977"
"X088-DF0142","Activated","F and Dog","2","true","false","In Playground","true","X088","Pugsley Creek Park","X088-ZN02","Pugsley Creek Park Zone 2","X-09","X","100,038,182","DRINKFTN","I","X088-ZN02","F and Dog-Pugsley Creek Park-Pugsley Creek Park Zone 2","209","18","43","10,473","1,024,083.01316963","235,927.837905228"
"X092-DF0221","Activated","A","1","true","false","Under Tree, In Playground","true","X092","Van Cortlandt Park","X092-ZN15","Van Cortlandt South","X-13","X","100,038,427","DRINKFTN","I","X092-ZN15","A-Van Cortlandt Park-Van Cortlandt South","226","11","50","10,471","1,014,378.95744656","261,776.618884727"
"X092-DF0222","Activated","CS Metal","1","true","false","In Playground, Under Tree","true","X092","Van Cortlandt Park","X092-05","Van Cortlandt Classic Plgd","X-13","X","100,038,431","DRINKFTN","I","X092-05","CS Metal-Van Cortlandt Park-Van Cortlandt Classic Plgd","226","11","50","10,471","1,014,477.21446788","261,795.115894973"
"X092-DF0223","Activated","A","1","true","false","In Playground, In Shade","true","X092","Van Cortlandt Park","X092-06","Woodlawn Plgd","X-13","X","100,038,643","DRINKFTN","I","X092-06","A-Van Cortlandt Park-Woodlawn Plgd","226","11","47","10,470","1,019,541.56063838","267,180.049678891"
"X092-DF0224","Activated","D","1","true","false","Out in Open, Near Ballfield","true","X092","Van Cortlandt Park","X092-ZN10","Healy Field & Gaelic Field","X-13","X","100,038,669","DRINKFTN","I","X092-ZN10","D-Van Cortlandt Park-Healy Field & Gaelic Field","226","11","47","10,470","1,019,976.43280014","267,443.410372644"
"X092-DF0225","UnderConstruction","D","1","true","false","Out in Open","true","X092","Van Cortlandt Park","X092-ZN11","Indian Memorial To Indian Field","X-13","X","100,038,607","DRINKFTN","I","X092-ZN11","D-Van Cortlandt Park-Indian Memorial To Indian Field","226","11","47","10,470","1,017,691.1644048","265,702.057884231"
"X092-DF0226","Activated","J","1","true","false","Near Ballfield","true","X092","Van Cortlandt Park","X092-ZN02","Van Cortlandt Stadium","X-13","X","100,038,640","DRINKFTN","I","X092-ZN02","J-Van Cortlandt Park-Van Cortlandt Stadium","226","11","50","10,471","1,012,602.05844131","262,622.399345397"
"X092-DF0227","UnderConstruction","A","1","true","false","Near Ballfield","true","X092","Van Cortlandt Park","X092-ZN11","Indian Memorial To Indian Field","X-13","X","100,038,666","DRINKFTN","I","X092-ZN11","A-Van Cortlandt Park-Indian Memorial To Indian Field","226","11","47","10,470","1,017,910.51140704","265,713.950576975"
"X092-DF0228","Activated","E","1","true","false","Out in Open, Just Outside Playground","true","X092","Van Cortlandt Park","X092-ZN01","SW Corner","X-13","X","100,038,657","DRINKFTN","I","X092-ZN01","E-Van Cortlandt Park-SW Corner","226","11","50","10,471","1,012,314.02752129","262,391.920475646"
"X092-DF0229","Activated","G","1","true","false","Under Tree, In Playground","true","X092","Van Cortlandt Park","X092-09","Southwest Plgd","X-13","X","100,038,629","DRINKFTN","I","X092-09","G-Van Cortlandt Park-Southwest Plgd","226","11","50","10,471","1,012,370.25641147","262,371.205622062"
"X092-DF0230","Activated","Bottle Filler High Low","3","false","false","Out in Open","true","X092","Van Cortlandt Park","X092-ZN02","Van Cortlandt Stadium","X-13","X","100,038,679","DRINKFTN","I","X092-ZN02","Bottle Filler High Low-Van Cortlandt Park-Van Cortlandt Stadium","226","11","50","10,471","1,012,428.56928697","263,007.792603477"
"X092-DF0231","Activated","Trough","1","false","false","Out in Open","true","X092","Van Cortlandt Park","X092-ZN03","Van Cortlandt Pool","X-13","X","100,038,601","DRINKFTN","I","X092-ZN03","Trough-Van Cortlandt Park HQ Comfort Station","226","11","50","10,471","1,012,595.69001571","263,767.443315148"
"X092-DF0232","Activated","A","1","true","false","Out in Open","true","X092","Van Cortlandt Park","X092-ZN04","V. C. Mansion, Tennis Courts, Mem. Grove","X-13","X","100,038,630","DRINKFTN","I","X092-ZN04","A-Van Cortlandt Park-V. C. Mansion, Tennis Courts, Mem. Grove","226","11","50","10,471","1,013,823.48349188","263,940.103402897"
"X092-DF0233","Activated","D","1","true","false","Under Tree","true","X092","Van Cortlandt Park","X092-ZN04","V. C. Mansion, Tennis Courts, Mem. Grove","X-13","X","100,038,655","DRINKFTN","I","X092-ZN04","D-Van Cortlandt Park-V. C. Mansion, Tennis Courts, Mem. Grove","226","11","50","10,471","1,013,882.17956872","263,936.53877747"
"X092-DF0234","Activated","A","1","true","false","Out in Open","true","X092","Van Cortlandt Park","X092-ZN04","V. C. Mansion, Tennis Courts, Mem. Grove","X-13","X","100,038,627","DRINKFTN","I","X092-ZN04","A-Van Cortlandt Park-V. C. Mansion, Tennis Courts, Mem. Grove","226","11","50","10,471","1,013,942.80182281","263,939.919020056"
"X092-DF0235","Activated","F High Low","2","true","false","Out in Open","true","X092","Van Cortlandt Park","X092-ZN05","Parade Ground South","X-13","X","100,038,671","DRINKFTN","I","X092-ZN05","F High Low-Van Cortlandt Park-Parade Ground South","226","11","50","10,471","1,012,992.20234605","264,913.383936643"
"X092-DF0236","Activated","C","1","false","false","Out in Open","true","X092","Van Cortlandt Park","X092-ZN06","Parade Ground North","X-13","X","100,038,624","DRINKFTN","I","X092-ZN06","C-Van Cortlandt Park-Parade Ground North","226","11","50","10,471","1,013,233.26780881","266,040.840015053"
"X092-DF0237","Activated","C","1","false","false","Out in Open","true","X092","Van Cortlandt Park","X092-ZN06","Parade Ground North","X-13","X","100,038,650","DRINKFTN","I","X092-ZN06","C-Van Cortlandt Park-Parade Ground North","226","11","50","10,471","1,013,138.28341871","266,127.148569479"
"X092-DF0238","Activated","C","1","false","false","Out in Open","true","X092","Van Cortlandt Park","X092-ZN06","Parade Ground North","X-13","X","100,038,598","DRINKFTN","I","X092-ZN06","C-Van Cortlandt Park-Parade Ground North","226","11","50","10,471","1,013,221.76258246","266,229.468246728"
"X092-DF0239","Activated","C","1","false","false","Out in Open","true","X092","Van Cortlandt Park","X092-ZN06","Parade Ground North","X-13","X","100,038,625","DRINKFTN","I","X092-ZN06","C-Van Cortlandt Park-Parade Ground North","226","11","50","10,471","1,013,318.83981613","266,144.235149472"
"X092-DF0255","Activated","E","1","true","false","Under Tree, In Shade","true","X092","Van Cortlandt Park","X092-26","Sachkerah Woods Playground","X-13","X","100,038,782","DRINKFTN","I","X092-26","E-Van Cortlandt Park-Sachkerah Woods Playground","226","11","50","10,471","1,016,975.46275222","261,256.279046148"
"X092-DF0256","Activated","D","1","false","false","Out in Open, Under Tree","true","X092","Van Cortlandt Park","X092-ZN12","Allen Shandler Rec Area","X-13","X","100,038,728","DRINKFTN","I","X092-ZN12","D-Van Cortlandt Park-Allen Shandler Rec Area","226","11","50","10,471","1,017,086.3368743","263,556.401086315"
"X092-DF0257","Activated","C","1","false","false","Near Ballfield, Out in Open","true","X092","Van Cortlandt Park","X092-ZN12","Allen Shandler Rec Area","X-13","X","100,038,698","DRINKFTN","I","X092-ZN12","C-Van Cortlandt Park-Allen Shandler Rec Area","226","11","50","10,471","1,016,543.04104489","264,274.650634065"
"X092-DF0265","Activated","A","1","true","false","Near Ballfield, Under Tree","true","X092","Van Cortlandt Park","X092-ZN08","Kelly Fields","X-13","X","100,038,855","DRINKFTN","I","X092-ZN08","A-Van Cortlandt Park-Kelly Fields","226","11","50","10,471","1,012,997.56322772","269,718.348736137"
"X092-DF0266","Activated","A","1","true","false","Near Ballfield, Out in Open","true","X092","Van Cortlandt Park","X092-ZN08","Kelly Fields","X-13","X","100,038,820","DRINKFTN","I","X092-ZN08","A-Van Cortlandt Park-Kelly Fields","226","11","50","10,471","1,013,174.10913446","270,012.735614553"
"X092-DF0436","Activated","C","1",,"false","In Shade","true","X092","Van Cortlandt Park","X092-05","Van Cortlandt Classic Plgd","X-13","X","100,040,342","DRINKFTN","I","X092-05","C-Van Cortlandt Park-Van Cortlandt Classic Plgd","226","11","50","10,471","1,014,526.86823996","261,762.649096399"
"X092-DF0451","Activated","C","1",,"false","Near Ballfield","true","X092","Van Cortlandt Park","X092-ZN12","Allen Shandler Rec Area","X-13","X","100,040,473","DRINKFTN","I","X092-ZN12","C-Van Cortlandt Park-Allen Shandler Rec Area","226","11","50","10,471","1,016,759.02224022","264,789.569551721"
"X092-DF0452","UnderConstruction","A","1","true","false","Near Ballfield","true","X092","Van Cortlandt Park","X092-ZN11","Indian Memorial To Indian Field","X-13","X","100,040,501","DRINKFTN","I","X092-ZN11","A-Van Cortlandt Park-Indian Memorial To Indian Field","226","11","47","10,470","1,018,170.40294763","265,943.642702892"
"X092-DF0453","Activated","A","1",,"false","In Shade","true","X092","Van Cortlandt Park","X092-ZN07","Stables Area","X-13","X","100,040,391","DRINKFTN","I","X092-ZN07","A-Van Cortlandt Park-Stables Area","226","11","50","10,471","1,013,936.71751739","267,527.637894481"
"X092-DF0454","Activated","C","1",,"false","Out in Open, Near Ballfield","true","X092","Van Cortlandt Park","X092-ZN18","Vault Hill","X-13","X","100,040,415","DRINKFTN","I","X092-ZN18","C-Van Cortlandt Park-Vault Hill","226","11","50","10,471","1,013,790.09182639","265,502.77941139"
"X092-DF0455","Activated","Pedestal High Low and Dog","3","false","false","Out in Open","true","X092","Van Cortlandt Park","X092-ZN06","Parade Ground North","X-13","X","100,040,417","DRINKFTN","I","X092-ZN06","Pedestal High Low and Dog-Van Cortlandt Park-Parade Ground North","226","11","50","10,471","1,013,235.5453633","266,706.416767895"
"X092-DF0479","Activated","A","1",,"false",,"true","X092","Van Cortlandt Park","X092-ZN12","Allen Shandler Rec Area","X-13","X","100,040,493","DRINKFTN","I","X092-ZN12","A-Van Cortlandt Park-Allen Shandler Rec Area","226","11","50","10,471","1,017,095.36539955","263,511.379850894"
"X092-DF0480","Activated","D","1",,"false",,"true","X092","Van Cortlandt Park","X092-ZN12","Allen Shandler Rec Area","X-13","X","100,040,494","DRINKFTN","I","X092-ZN12","D-Van Cortlandt Park-Allen Shandler Rec Area","226","11","50","10,471","1,017,090.40248297","263,544.922762811"
"X092-DF0483","NotYetActivated","G","1",,"false",,"true","X092","Van Cortlandt Park","X092",,"X-13","X","100,043,506","DRINKFTN","I","X092","G-Van Cortlandt Park","226","11","50","10,471","1,013,032.69570338","263,597.537815064"
"X092-DF0484","NotYetActivated","CS Metal","1",,"true",,"true","X092","Van Cortlandt Park","X092",,"X-13","X","100,043,505","DRINKFTN","I","X092-ZN03","CS Metal-Van Cortlandt Park-Van Cortlandt Pool","226","11","50","10,471","1,012,869.73572747","263,556.450298815"
"X092-DF0485","NotYetActivated","Other","1",,"false",,"true","X092","Van Cortlandt Park","X092",,"X-13","X","100,043,486","DRINKFTN","I","X092","Other-Van Cortlandt Park","226","11","50","10,471","1,012,851.07237897","263,660.593463227"
"X092-DF0499","Activated","C","1",,"false",,"true","X092","Van Cortlandt Park","X092-ZN05","Parade Ground South","X-13","X","100,043,516","DRINKFTN","I","X092-ZN05","C-Van Cortlandt Park-Parade Ground South","226","11","50","10,471","1,014,412.87273305","264,459.580054223"
"X092-DF0506","NotYetActivated","CS Metal","1",,"true","Out_in_Open","true","X092","Van Cortlandt Park","X092",,"X-13","X","100,043,510","DRINKFTN","I","X092","CS Metal-Van Cortlandt Park","226","11","50","10,471","1,012,935.49937547","263,682.411332979"
"X092-DF0543","Activated","Indoor Drinking Fountain","1",,"true","Indoor","false","X092","Van Cortlandt Park","X092",,"X-13","X","100,043,668","DRINKFTN","I","X092-ZN03-BLG0965","Indoor Drinking Fountain-Van Cortlandt Park-Pool Building","226","11","50","10,471","1,012,777.84975639","263,625.196224316"
"X092-DF0544","Activated","Indoor Drinking Fountain","1",,"true","Indoor","false","X092","Van Cortlandt Park","X092",,"X-13","X","100,043,618","DRINKFTN","I","X092-ZN03-BLG0969","Indoor Drinking Fountain-Van Cortlandt Park-MENS LOCKER","226","11","50","10,471","1,012,862.55332714","263,719.63829264"
"X092-DF0554","Activated","Water Cooler","1",,"false","Indoor","false","X092","Van Cortlandt Park","X092-ZN04","V. C. Mansion, Tennis Courts, Mem. Grove","X-13","X","100,043,521","DRINKFTN","I","X092-ZN04-BLG0963","Water Cooler-Van Cortlandt Park-Van Cortlandt Nature Center","226","11","50","10,471","1,013,575.60767529","263,947.667692229"
"X092-DF0556","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","X092","Van Cortlandt Park","X092-ZN07","Stables Area","X-13","X","100,043,487","DRINKFTN","I","X092-ZN07-BLG0952","Indoor Drinking Fountain-Van Cortlandt Park-VC GARAGE","226","11","50","10,471","1,013,340.23445838","268,474.724911063"
"X092-DF0557","Activated","Bottle Filler Fountain","2",,"false","Indoor","false","X092","Van Cortlandt Park","X092-ZN21","NE Forest","X-13","X","100,043,621","DRINKFTN","I","X092-ZN21-BLG0958","Bottle Filler Fountain-Van Cortlandt Park-NE Forest-Building","226","11","47","10,470","1,019,433.99031546","268,455.784988313"
"X092-DF0587","Activated","Slop Sink","1",,"false","Indoor","false","X092","Van Cortlandt Park","X092-ZN07","Stables Area","X-13","X","100,043,509","DRINKFTN","I","X092-ZN07-BLG0952","Slop Sink-Van Cortlandt Park-VC GARAGE","226","11","50","10,471","1,013,340.05040363","268,473.986395478"
"X093-DF0246","Activated","F High Low","2","true","false","Under Tree","true","X093","Van Nest Park","X093",,"X-11","X","100,038,707","DRINKFTN","I","X093","F High Low-Van Nest Park","211","13","49","10,462","1,021,366.61013789","246,639.773174226"
"X094-DF0378","Broken","C","1","true","false","Out in Open","true","X094","Bridge Park","X094",,"X-05","X","100,039,402","DRINKFTN","I","X094","C-Bridge Park","205","16","46","10,453","1,004,964.66164264","248,552.152551561"
"X094-DF0379","Broken","C","1","false","false","Out in Open","true","X094","Bridge Park","X094",,"X-05","X","100,039,424","DRINKFTN","I","X094","C-Bridge Park","205","16","46","10,453","1,004,709.81569564","248,138.828575059"
"X094-DF0380","Broken","C","1","false","false","Out in Open","true","X094","Bridge Park","X094",,"X-05","X","100,039,446","DRINKFTN","I","X094","C-Bridge Park","204","16","44","10,452","1,004,286.48419322","247,407.799197226"
"X095-DF0559","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","X095","Williamsbridge Square","X095",,"X-14","X","100,043,666","DRINKFTN","I","X095-BLG5487","Indoor Drinking Fountain-Null","212","12","47","10,467","1,021,116.08504839","258,873.729677394"
"X102-DF0389","Activated","E High Low","2","false","true","Under Tree, Out in Open, In Playground","true","X102","Ciccarone Park","X102",,"X-06","X","100,039,401","DRINKFTN","I","X102","E High Low-Ciccarone Park","206","15","48","10,458","1,015,626.00974246","251,172.945866391"
"X102-DF0390","Activated","E","1","false","true","Out in Open, In Playground","true","X102","Ciccarone Park","X102",,"X-06","X","100,039,437","DRINKFTN","I","X102","E-Ciccarone Park","206","15","48","10,458","1,015,590.82280497","251,138.088324561"
"X103-DF0179","Activated","B","1","true","false","Out in Open, In Playground","true","X103","People's Park","X103",,"X-01","X","100,038,240","DRINKFTN","I","X103","B-People's Park","201","8","40","10,454","1,007,219.05083464","234,186.323015555"
"X103-DF0180","Activated","C","1","true","false","Out in Open, Near Ballfield","true","X103","People's Park","X103",,"X-01","X","100,038,215","DRINKFTN","I","X103","C-People's Park","201","8","40","10,454","1,007,241.5376663","234,149.341462224"
"X118-DF0148","Activated","A","1","false","false","Near Ballfield","true","X118","Soundview Park","X118-ZN04","Soundview Park Zone 4","X-09","X","100,038,189","DRINKFTN","I","X118-ZN04","A-Soundview Park-Soundview Park Zone 4","209","18","43","10,473","1,018,197.35761813","237,505.361981138"
